Soru_No,Baslik,Aciklama_No,Aciklama_Metin,Ornek_Metin,Yorum,Soru,Sik_A,Sik_B,Sik_C,Sik_D,Dogru_Cevap
288,Madde 36 Teknik faul,36-35,"Açıklama: İlk 3 çeyrek içerisinde ve oyun saati dördüncü çeyrek ile her uzatmada 2:00 dakikadan daha fazla süre gösterdiğinde topun oyuna sokulması durumu oluşabilir. Eğer savunma oyuncusu topun oyuna sokulmasına engellemek için vücudunun herhangi bir bölümünü sınır çizgisi üzerinden hareket ettirirse aşağıdaki prosedür uygulanacaktır. • Hakem oyunu derhal durduracak ve savunma oyuncusuna ile o takımın başantrenörüne sözlü uyarıda bulunacaktır. Bu uyarı oyunun geri kalanında o takımın tüm oyuncuları için geçerli olacaktır. • Eğer savunma oyuncusu topun oyuna sokulmasına engellemek için vücudunun herhangi bir bölümünü sınır çizgisi üzerinden hareket ettirirse, başka bir uyarı yapılmadan bir teknik faul verilecektir.","İkinci çeyrekte oyun saatinde 4:27 kala, B1'in sayısından sonra top, dip çizginin gerisinden oyuna sokmak için A1'in elindedir. B1, A1'in topu oyuna sokmasını engellemek için ellerini dip çizginin üzerinde hareket ettirir.","(a) B takımı oyuncusu oyunda ilk kez topun oyuna sokulmasına müdahale ederse, hakemler oyunu derhal durduracak ve B1'e ve B takımı başantrenörüne sözlü uyarıda bulunacaktır. (b) Hakem oyunda herhangi bir B takımı oyuncusunu topun oyuna sokulmasına müdahale ettiği için sözlü olarak uyarmışsa, B1'e teknik faul verilecektir. Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, A takımı tarafından dip çizginin gerisinden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 24 saniyesi olacaktır.","İkinci çeyrekte oyun saatinde 4:27 kala, B1'in sayısından sonra top, dip çizginin gerisinden oyuna sokmak için A1'in elindedir. B1, A1'in topu oyuna sokmasını engellemek için ellerini dip çizginin üzerinde hareket ettirir. Bu durumda hakem ne yapmalıdır?",Oyunu derhal durdurup B1'e ve B takımı başantrenörüne sözlü uyarıda bulunur.,B1'e teknik faul verir ve A takımı serbest atış kullanır.,B1'e oyun dışı faul verilir ve B1 oyundan ihraç edilir.,Hakem hiçbir şey yapmaz ve oyunun devam etmesine izin verir.,A
289,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.","B1’e bir teknik faul verildiğinde A1, şut saatinde 21 saniyeyle kendi geri sahasında dripling yapmaktadır.","Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır. Oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının yeni bir 8 saniye sayımı için süresi ve şut saatinde 24 saniyesi olacaktır.","B1'e bir teknik faul verildiğinde, A1 şut saatinde 21 saniyeyle kendi geri sahasında dripling yapmaktadır. Bu durumda oyun nasıl devam eder?","Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır ve oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam eder. A takımının yeni bir 8 saniye sayımı için süresi ve şut saatinde 24 saniyesi olur.","Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır ve oyun B takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam eder. A takımının yeni bir 8 saniye sayımı için süresi ve şut saatinde 24 saniyesi olur.","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır ve oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam eder. A takımının yeni bir 8 saniye sayımı için süresi ve şut saatinde 24 saniyesi olur.","Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır ve oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam eder. Ancak A takımının yeni bir 8 saniye sayımı için süresi olmaz ve şut saatinde 14 saniyesi olur.",A
290,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.","A2’ye bir teknik faul verildiğinde A1, şut saatinde 21 saniyeyle kendi geri sahasında dripling yapmaktadır.","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır. Oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının topu ön sahaya götürmesi için 5 saniyesi olacaktır. A takımının şut saatinde 21 saniyesi olacaktır.","A2’ye bir teknik faul verildiğinde A1, şut saatinde 21 saniyeyle kendi geri sahasında dripling yapmaktadır. Bu durumda oyun nasıl devam edecektir?","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır ve oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 21 saniyesi olacaktır.","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır ve oyun B takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 24 saniyesi olacaktır.","Herhangi bir A takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır ve oyun A takımı tarafından, teknik faul çalındığında topun olduğu en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 21 saniyesi olacaktır.","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır ve oyun A takımı tarafından, hücum sahasından topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 14 saniyesi olacaktır.",A
291,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.","B1, A1’e 2 sayılık atış girişimi sırasında faul yapar. Top sepetten içeri girmez. (a) A1’in ilk serbest atışından önce A2’ye bir teknik faul verilir. (b) A1’in ilk serbest atışından sonra A2’ye bir teknik faul verilir.","(a) Herhangi bir B takımı oyuncusu ya da yedek oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır. Daha sonra A1, 2 serbest atış kullanacaktır. (b) Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kulanacaktır. Daha sonra A1 ikinci serbest atışını kullanacaktır.","B1, A1’e 2 sayılık atış girişimi sırasında faul yapar ve top sepetten içeri girmez. A1’in ilk serbest atışından önce A2’ye bir teknik faul verilir. Bu durumda ne olur?","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır, ardından A1, 2 serbest atış kullanır.","A1 2 serbest atış kullanır, ardından herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır.","Herhangi bir B takımı oyuncusu kimse dizilmeden 1 serbest atış kullanır, ardından A1 1 serbest atış kullanır.","Herhangi bir B takımı oyuncusu kimse dizilmeden 2 serbest atış kullanır, ardından A1 2 serbest atış kullanır.",A
292,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.",Bir mola sırasında A2’e bir teknik faul verilir.,"Mola tamamlanacaktır. Mola sonrasında, herhangi bir B takımı oyuncusu ya da yedek oyuncusu kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, moladan önce oyunun durdurulduğu en yakın yerden devam edecektir.",Bir mola sırasında A2'ye bir teknik faul verilir. Bu durumda oyun nasıl devam eder?,"Mola tamamlanacak ve B takımı oyuncuları tarafından 1 serbest atış kullanılacak, ardından oyun moladan önce oyunun durdurulduğu en yakın yerden devam edecek.","Mola tamamlanacak ve A takımından bir oyuncu tarafından 1 serbest atış kullanılacak, ardından oyun teknik faul çalındığında topun olduğu yerden devam edecek.","Mola iptal edilecek ve B takımı oyuncuları tarafından 1 serbest atış kullanılacak, ardından oyun teknik faul çalındığında topun olduğu yerden devam edecek.","Mola tamamlanacak ve her iki takımın oyuncuları tarafından serbest atış çizgisinde dizilim yapılacak, ardından oyun moladan önce oyunun durdurulduğu en yakın yerden devam edecek.",A
293,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.",A1 ‘in sahadan sayı amacıyla attığı şut havadayken bir teknik faul çalınır: (a) B1’e veya B takımı doktoruna. (b) A2’ye veya A takımı doktoruna.,"Serbest atışın: (a) Herhangi bir A takımı oyuncusu 1 serbest atış kullanacaktır, (b) Herhangi bir A takımı oyuncusu 1 serbest atış kullanacaktır, Eğer A1’in şutunda top sepete girerse sayı geçerli sayılacaktır. Oyun, B takımı tarafından dip çizginin gerisindeki herhangi bir yerden topu oyuna sokmasıyla devam edecektir. A1’in şutunda top sepete girmezse oyun pozisyon sırasına göre, teknik faulün meydana geldiği en yakın yerden topun oyuna sokulmasıyla devam edecektir.",A1'in sahadan sayı amacıyla attığı şut havadayken bir teknik faul çalınır: (a) B1’e veya B takımı doktoruna. (b) A2’ye veya A takımı doktoruna. Bu durumda ne yapılmalıdır?,Herhangi bir A takımı oyuncusu 1 serbest atış kullanacaktır ve sayı geçersiz sayılacaktır.,Herhangi bir A takımı oyuncusu 1 serbest atış kullanacaktır ve eğer A1’in şutunda top sepete girerse sayı geçerli sayılacaktır.,Herhangi bir B takımı oyuncusu 1 serbest atış kullanacaktır ve eğer A1’in şutunda top sepete girerse sayı geçerli sayılacaktır.,Herhangi bir A takımı oyuncusu 2 serbest atış kullanacaktır ve sayı geçerli sayılacaktır.,B
294,Madde 36 Teknik faul,36-37,"Açıklama: Bir teknik faul çalındığında, serbest atış cezası kimse dizilmeden hemen yönetilecektir. Serbest atıştan sonra oyun, teknik faul çalındığında topun olduğu en yakın yerden devam edecektir.",A1 ‘in sahadan sayı amacıyla attığı şut havadayken bir teknik faul çalınır: (a) B takım doktoruna (b) A takım doktoruna,"Serbest atışın: (a) B takımı doktorunun teknik faulünden dolayı herhangi bir A oyuncusu tarafından, (b) A takımı doktorunun teknik faulünden dolayı herhangi bir B oyuncusu tarafından kullanılmasından sonra: A1’in şutunda top sepete girerse geçerli sayı sayılacaktır. Oyun, B takımı tarafından dip çizginin gerisindeki herhangi bir yerden topu oyuna sokmasıyla devam edecektir. A1’in şutunda top sepete girmezse oyun pozisyon sırasına göre, teknik faulün meydana geldiği en yakın yerden topun oyuna sokulmasıyla devam edecektir.",A1 ‘in sahadan sayı amacıyla attığı şut havadayken bir teknik faul çalınır: (a) B takım doktoruna (b) A takım doktoruna. A1’in şutunda top sepete girerse ve girmezse oyun nasıl devam eder?,Top sepete girerse sayı geçerli sayılacak ve B takımı dip çizginin gerisinden topu oyuna sokacak.,Top sepete girmezse sayı geçerli sayılacak ve A takımı dip çizginin gerisinden topu oyuna sokacak.,Top sepete girerse sayı geçerli sayılacak ve A takımı dip çizginin gerisinden topu oyuna sokacak.,Top sepete girmezse sayı geçerli sayılacak ve B takımı dip çizginin gerisinden topu oyuna sokacak.,A
295,Madde 37 Sportmenlik dışı faul,37-1,"Açıklama: Rakibin sepetine doğru ilerleyen bir hücum oyuncuyla birlikte top ve sepet arasında başka bir savunma oyuncu bulunmuyorsa, ilerleyişini sürdüren bu oyuncuya bir rakip oyuncunun arkadan veya yandan yaptığı kural dışı temas, sadece hücum oyuncusu atış haline başlayana kadar sportmenlik dışı olarak değerlendirilebilir. Ancak, kurallara uygun olarak, doğrudan topla oynamaya yönelik olmayan ya da herhangi bir aşırı, sert temas oyunun herhangi bir anında sportmenlik dışı faul olarak çalınabilir.","A1, hızlı hücumda sepete doğru dripling yaparken ve A1 ile rakibin sepeti arasında başka bir savunma oyuncusu yoktur. B1, kurallara aykırı olarak A1’e arkadan temas eder ve B1’e faul çalınır.","Bu, B1'in sportmenlik dışı faulüdür.","A1, hızlı hücumda sepete doğru dripling yaparken ve A1 ile rakibin sepeti arasında başka bir savunma oyuncusu yoktur. B1, kurallara aykırı olarak A1’e arkadan temas eder ve B1’e faul çalınır. Bu durumda hangi karar doğrudur?","Bu, B1'in sportmenlik dışı faulüdür.","Bu, B1'in normal faulüdür.","Bu, B1'in teknik faulüdür.","Bu, B1'in diskalifiye edici faulüdür.",A
296,Madde 37 Sportmenlik dışı faul,37-1,"Açıklama: Rakibin sepetine doğru ilerleyen bir hücum oyuncuyla birlikte top ve sepet arasında başka bir savunma oyuncu bulunmuyorsa, ilerleyişini sürdüren bu oyuncuya bir rakip oyuncunun arkadan veya yandan yaptığı kural dışı temas, sadece hücum oyuncusu atış haline başlayana kadar sportmenlik dışı olarak değerlendirilebilir. Ancak, kurallara uygun olarak, doğrudan topla oynamaya yönelik olmayan ya da herhangi bir aşırı, sert temas oyunun herhangi bir anında sportmenlik dışı faul olarak çalınabilir.","Hızlı hücumun sonunda, A1 atış haline başlamadan önce top ellerindeyken, B1, A1’in koluna arkadan temas eder: (a) Topu çalma girişimiyle. (b) Aşırı sert bir temasla.","Her iki durumda da bu, B1'in sportmenlik dışı faulüdür.","Hızlı hücumun sonunda, A1 atış haline başlamadan önce top ellerindeyken, B1, A1’in koluna arkadan temas eder: (a) Topu çalma girişimiyle. (b) Aşırı sert bir temasla. Bu durumlarda B1'in faulü nedir?",Sportmenlik dışı fauldür.,Normal fauldür.,Teknik fauldür.,Hücum faulüdür.,A
297,Madde 37 Sportmenlik dışı faul,37-1,"Açıklama: Rakibin sepetine doğru ilerleyen bir hücum oyuncuyla birlikte top ve sepet arasında başka bir savunma oyuncu bulunmuyorsa, ilerleyişini sürdüren bu oyuncuya bir rakip oyuncunun arkadan veya yandan yaptığı kural dışı temas, sadece hücum oyuncusu atış haline başlayana kadar sportmenlik dışı olarak değerlendirilebilir. Ancak, kurallara uygun olarak, doğrudan topla oynamaya yönelik olmayan ya da herhangi bir aşırı, sert temas oyunun herhangi bir anında sportmenlik dışı faul olarak çalınabilir.","Hızlı hücumun sonunda, A1 atış haline başladıktan sonra top ellerindeyken, B1, A1’in koluna arkadan temas eder: (a) Topu durdurma girişimiyle. (b) Sportmenlik dışı faul kriterlerini karşılayan bir temas ile.","(a) Bu, B1'in kişisel faulüdür. (b) Bu, B1'in sportmenlik dışı faulüdür.","Hızlı hücumun sonunda, A1 atış haline başladıktan sonra top ellerindeyken, B1, A1’in koluna arkadan temas ederse, bu temas nasıl değerlendirilir?",B1'in kişisel faulüdür.,B1'in sportmenlik dışı faulüdür.,B1'in teknik faulüdür.,B1'in topa müdahale etme girişimidir.,A
298,Madde 37 Sportmenlik dışı faul,37-1,"Açıklama: Rakibin sepetine doğru ilerleyen bir hücum oyuncuyla birlikte top ve sepet arasında başka bir savunma oyuncu bulunmuyorsa, ilerleyişini sürdüren bu oyuncuya bir rakip oyuncunun arkadan veya yandan yaptığı kural dışı temas, sadece hücum oyuncusu atış haline başlayana kadar sportmenlik dışı olarak değerlendirilebilir. Ancak, kurallara uygun olarak, doğrudan topla oynamaya yönelik olmayan ya da herhangi bir aşırı, sert temas oyunun herhangi bir anında sportmenlik dışı faul olarak çalınabilir.","A1 geri sahasından A2 ile sepet arasında hiçbir B takımı oyuncusu olmadan rakibin sepetine doğru ilerlemekte olan ve ön sahada bulunan A2'ye pas verir. A2 havaya sıçrar ve topu yakalamadan önce B1, A2'ye arkadan temas eder. B1'e bir faul çalınır.","Bu, A2'ye pas olarak top elden çıktıktan sonra A2 ile sepet arasında herhangi bir B takımı oyuncusu yokken ilerleyen bir oyuncuya arkadan veya yandan yapılan kural dışı temastan dolayı B1 tarafından yapılan sportmenlik dışı bir faulüdür.","A1 geri sahasından, A2 ile sepet arasında hiçbir B takımı oyuncusu olmadan rakibin sepetine doğru ilerleyen ve ön sahada bulunan A2'ye pas verir. A2 havaya sıçrar ve topu yakalamadan önce B1, A2'ye arkadan temas eder. Bu durumda B1'in yaptığı faul nasıl değerlendirilir?",Sportmenlik dışı faul,Normal faul,Teknik faul,Top kaybı nedeniyle faul yok,A
299,Madde 37 Sportmenlik dışı faul,37-1,"Açıklama: Rakibin sepetine doğru ilerleyen bir hücum oyuncuyla birlikte top ve sepet arasında başka bir savunma oyuncu bulunmuyorsa, ilerleyişini sürdüren bu oyuncuya bir rakip oyuncunun arkadan veya yandan yaptığı kural dışı temas, sadece hücum oyuncusu atış haline başlayana kadar sportmenlik dışı olarak değerlendirilebilir. Ancak, kurallara uygun olarak, doğrudan topla oynamaya yönelik olmayan ya da herhangi bir aşırı, sert temas oyunun herhangi bir anında sportmenlik dışı faul olarak çalınabilir.","A1 geri sahasındaki topu ellerinde tutmaktadır. A2 ile sepet arasında herhangi bir B takımı oyuncusu yokken A2 rakibin sepetine doğru ilerlemektedir. A1, A2'ye pas vermek için topu elinden çıkarmadan önce, B1, A2'ye arkadan bir faul yapar.","Bu, A2'ye topu pas olarak vermek için A1 topu elinden çıkarmadığından dolayı A2 ile sepet arasında B takımı oyuncusu yokken ilerleyen bir oyuncuya arkadan veya yandan kural dışı temas için B1 tarafından yapılan bir sportmenlik dışı faul değildir.","A1 geri sahasındaki topu ellerinde tutmaktadır. A2 ile sepet arasında herhangi bir B takımı oyuncusu yokken A2 rakibin sepetine doğru ilerlemektedir. A1, A2'ye pas vermek için topu elinden çıkarmadan önce, B1, A2'ye arkadan bir faul yaparsa bu durum sportmenlik dışı faul olarak değerlendirilir mi?","Evet, çünkü B1 arkadan faul yapmıştır.","Hayır, çünkü A1 topu elinden çıkarmamıştır.","Evet, çünkü A2 sepetle karşı karşıyadır.","Hayır, çünkü faul kasti olarak yapılmamıştır.",B
